N1_COD;GRUPO ANATÓMICO PRINCIPAL ;N23_COD;GRUPO/SUBGRUPO TERAPÉUTICO;N4_COD;FAMILIA O SUBGRUPO QUÍMICO-TERAPÉUTICO;N5_COD;PRINCIPIO ACTIVO / SUSTANCIA QUÍMICA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DE;CEFALOSPORINAS DE LA CUARTA GENERACIÓN;J01DE02;CEFPIROMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DE;CEFALOSPORINAS DE LA CUARTA GENERACIÓN;J01DE03;CEFOZOPRÁN
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DF;MONOBACTÁMICOS;J01DF01;AZTREONAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DF;MONOBACTÁMICOS;J01DF02;CARUMONAM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH02;MEROPENEM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH03;ERTAPENEM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH04;DORIPENEM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH05;BIAPENEM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH51;IMIPENEM E ENZIMA INHIBIDORA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DH;DERIVADOS DEL CARBAPENEM;J01DH55;PANIPENEM Y BETAMIPRON
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DI;OTRAS CEFALOSPORINAS Y PENEMES;J01DI01;CEFTOBIPROL MEDOCARILO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DI;OTRAS CEFALOSPORINAS Y PENEMES;J01DI02;CEFTAROLINA FOSAMILO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01D;OTROS ANTIBACTERIANOS BETALACTÁMICOS;J01DI;OTRAS CEFALOSPORINAS Y PENEMES;J01DI03;FAROPENEM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EA;TRIMETOPRIMA Y DERIVADOS;J01EA01;TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EA;TRIMETOPRIMA Y DERIVADOS;J01EA02;BRODIMOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EA;TRIMETOPRIMA Y DERIVADOS;J01EA03;ICLAPRIM
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB01;SULFAISODIMIDINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB02;SULFAMETIZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB03;SULFADIMIDINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB04;SULFAPIRIDINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB05;SULFAFURAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB06;SULFANILAMIDA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB07;SULFATIAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB08;SULFATIOUREA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EB;SULFONAMIDAS DE ACCIÓN CORTA;J01EB20;COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EC;SULFONAMIDAS DE ACCIÓN INTERMEDIA;J01EC01;SULFAMETOXAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EC;SULFONAMIDAS DE ACCIÓN INTERMEDIA;J01EC02;SULFADIAZINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EC;SULFONAMIDAS DE ACCIÓN INTERMEDIA;J01EC03;SULFAMOXOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EC;SULFONAMIDAS DE ACCIÓN INTERMEDIA;J01EC20;COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED01;SULFADIMETOXINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED02;SULFALENO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED03;SULFAMETOMIDINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED04;SULFAMETOXIDIAZINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED05;SULFAMETOXIPIRIDAZINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED06;SULFAPERINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED07;SULFAMERAZINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED08;SULFAFENAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED09;SULFAMAZONA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01ED;SULFONAMIDAS DE ACCIÓN LARGA;J01ED20;COMBINACIONES
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE01;SULFAMETOXAZOL Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE02;SULFADIAZINA Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE03;SULFAMETROL Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE04;SULFAMOXOL Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE05;SULFADIMIDINA Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE06;SULFADIAZINA Y TETROXOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01E;SULFONAMIDAS Y TRIMETOPRIMA;J01EE;COMBINACIONES DE SULFONAMIDAS Y TRIMETOPRIMA, INCL. DERIVADOS;J01EE07;SULFAMERAZINA Y TRIMETOPRIMA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA01;ERITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA02;ESPIRAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA03;MIDECAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA05;OLEANDOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA06;ROXITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA07;JOSAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA08;TROLEANDOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA09;CLARITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA10;AZITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA11;MIOCAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA12;ROKITAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA13;DIRITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA14;FLURITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FA;MACRÓLIDOS;J01FA15;TELITROMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FF;LINCOSAMIDAS;J01FF01;CLINDAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FF;LINCOSAMIDAS;J01FF02;LINCOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FG;ESTREPTOGRAMINAS;J01FG01;PRISTINAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01F;MACRÓLIDOS, LINCOSAMIDAS Y ESTREPTOGRAMINAS;J01FG;ESTREPTOGRAMINAS;J01FG02;QUINUPRISTINA/DALFOPRISTINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GA;ESTREPTOMICINAS;J01GA01;ESTREPTOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GA;ESTREPTOMICINAS;J01GA02;ESTREPTODUOCINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB01;TOBRAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB03;GENTAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB04;KANAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB05;NEOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB06;AMIKACINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB07;NETILMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB08;SISOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB09;DIBEKACINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB10;RIBOSTAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB11;ISEPAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB12;ARBEKACINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01G;AMINOGLUCÓSIDOS ANTIBACTERIANOS;J01GB;OTROS AMINOGLUCÓSIDOS;J01GB13;BEKANAMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA01;OFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA02;CIPROFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA03;PEFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA04;ENOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA05;TEMAFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA06;NORFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA07;LOMEFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA08;FLEROXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA09;ESPARFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA10;RUFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA11;GREPAFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA12;LEVOFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA13;TROVAFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA14;MOXIFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA15;GEMIFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA16;GATIFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA17;PRULIFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA18;PAZUFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA19;GARENOXACINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MA;FLUOROQUINOLONAS;J01MA21;SITAFLOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB01;ROSOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB02;ÁCIDO NALIDÍXICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB03;ÁCIDO PIROMÍDICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB04;ÁCIDO PIPEMÍDICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB05;ÁCIDO OXOLÍNICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB06;CINOXACINO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01M;QUINOLONAS ANTIBACTERIANAS;J01MB;OTRAS QUINOLONAS;J01MB07;FLUMEQUINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01R;COMBINACIONES DE ANTIBACTERIANOS;J01RA;COMBINACIONES DE ANTIBACTERIANOS;J01RA01;PENICILINAS, COMBINACION CON OTROS ANTIBACTERIANOS
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01R;COMBINACIONES DE ANTIBACTERIANOS;J01RA;COMBINACIONES DE ANTIBACTERIANOS;J01RA02;SULFONAMIDAS, COMBINACION CON OTROS ANTIBACTERIANOS (EXCLUIDOS TRIMETOPRIMA)
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01R;COMBINACIONES DE ANTIBACTERIANOS;J01RA;COMBINACIONES DE ANTIBACTERIANOS;J01RA03;CEFUROXIMA, COMBINACION CON OTROS ANTIBACTERIANOS
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01R;COMBINACIONES DE ANTIBACTERIANOS;J01RA;COMBINACIONES DE ANTIBACTERIANOS;J01RA04;ESPIRAMICINA, COMBINACION CON OTROS ANTIBACTERIANOS
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01R;COMBINACIONES DE ANTIBACTERIANOS;J01RA;COMBINACIONES DE ANTIBACTERIANOS;J01RA05;LEVOFLOXACINOY ORNIDAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XA;GLICOPÉPTIDOS ANTIBACTERIANOS;J01XA01;VANCOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XA;GLICOPÉPTIDOS ANTIBACTERIANOS;J01XA02;TEICOPLANINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XA;GLICOPÉPTIDOS ANTIBACTERIANOS;J01XA03;TELAVANCINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XA;GLICOPÉPTIDOS ANTIBACTERIANOS;J01XA04;DALBAVANCINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XA;GLICOPÉPTIDOS ANTIBACTERIANOS;J01XA05;ORITAVANCINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XB;POLIMIXINAS;J01XB01;COLISTINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XB;POLIMIXINAS;J01XB02;POLIMIXINA B
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XC;ESTEROIDES ANTIBACTERIANOS;J01XC01;ÁCIDO FUSÍDICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XD;DERIVADOS IMIDAZÓLICOS;J01XD01;METRONIDAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XD;DERIVADOS IMIDAZÓLICOS;J01XD02;TINIDAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XD;DERIVADOS IMIDAZÓLICOS;J01XD03;ORNIDAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XE;DERIVADOS DEL NITROFURANO;J01XE01;NITROFURANTOÍNA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XE;DERIVADOS DEL NITROFURANO;J01XE02;NIFURTOINOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX01;FOSFOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX02;XIBORNOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX03;CLOFOCTOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX04;ESPECTINOMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX05;METENAMINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX06;ÁCIDO MANDÉLICO
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX07;NITROXOLINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX08;LINEZOLID
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX09;DAPTOMYCINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J01X;OTROS ANTIBACTERIANOS;J01XX;OTROS ANTIBACTERIANOS;J01XX10;BACITRACINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J02A;ANTIMICÓTICOS PARA USO SISTÉMICO;J02AA;ANTIBIÓTICOS;J02AA01;AMFOTERICINA B
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J02A;ANTIMICÓTICOS PARA USO SISTÉMICO;J02AA;ANTIBIÓTICOS;J02AA02;HACHIMICINA
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J02A;ANTIMICÓTICOS PARA USO SISTÉMICO;J02AB;DERIVADOS IMIDAZÓLICOS;J02AB01;MICONAZOL
J;ANTIINFECCIOSOS PARA USO SISTÉMICO;J02A;ANTIMICÓTICOS PARA USO SISTÉMICO;J02AB;DERIVADOS IMIDAZÓLICOS;J02AB02;KETOCONAZOL
